registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,region_code,sub_region_code,year,GDPmil,GDPrank,Income Group OECD
818,Papua New Guinea,,12/29/93 0:00,12/30/93 0:00,2,14,3500,,Heavy Rain,,,large,9588.1,4.282762551,145.32,-6.46321,Oceania,Melanesia,9,54,1993,16929,115,Lower middle income
817,Philippines,,12/27/93 0:00,12/28/93 0:00,2,6,12000,7400000,Hurricane/Tropical Storm,,,large,1266.81,3.403741479,125.59,9.65856,Asia,South-Eastern Asia,142,35,1993,284777,40,Lower middle income
816,Indonesia,,12/26/93 0:00,12/27/93 0:00,2,2,8000,,Heavy Rain,,,large,4052.37,3.908739087,106.357,-6.24192,Asia,South-Eastern Asia,142,35,1993,888538,16,Lower middle income
815,Israel,,12/23/93 0:00,12/23/93 0:00,1,2,0,,Heavy Rain,,,extreme,3180.52,3.803528127,35.0229,30.2472,Asia,Western Asia,142,145,1993,305675,37,High income: OECD
814,Ukraine,,12/20/93 0:00,12/24/93 0:00,5,5,25000,159000000,Heavy Rain,,,large,4267.45,4.329138446,22.7867,48.3884,Europe,Eastern Europe,150,151,1993,131805,60,Lower middle income
813,Malaysia,,12/22/93 0:00,12/27/93 0:00,6,23,20000,,Monsoon,,,large,103827.06,5.794461807,102.442,3.79233,Asia,South-Eastern Asia,142,35,1993,338104,35,Upper middle income
812,France,Germany,12/21/93 0:00,12/31/93 0:00,11,11,48000,1142000000,Heavy Rain,,,extreme,261149.34,6.759311613,5.76827,50.3802,Europe,Western Europe,150,155,1993,2829192,6,High income: OECD
811,Thailand,,12/16/93 0:00,12/29/93 0:00,14,41,2000,80000000,Heavy Rain,,,large,42416.31,5.77366092,100.419,7.28291,Asia,South-Eastern Asia,142,35,1993,404824,29,Upper middle income
810,Colombia,,12/16/93 0:00,12/18/93 0:00,3,35,150,,Heavy Rain,,,large,1958.11,3.76895834,-76.2092,6.87608,Americas,South America,19,5,1993,377740,32,Upper middle income
809,Sri Lanka,,12/15/93 0:00,12/27/93 0:00,13,0,500000,,Heavy Rain,,,extreme,24712.98,5.807898466,80.7928,8.56672,Asia,Southern Asia,142,34,1993,78824,66,Lower middle income
808,Costa Rica,Panama,12/9/93 0:00,12/12/93 0:00,4,4,17000,3000000,Heavy Rain,,,large,14333.82,4.758421938,-83.0411,9.64613,Americas,Central America,19,13,1993,49553,82,Upper middle income
807,Peru,,12/8/93 0:00,12/15/93 0:00,8,0,5000,,Heavy Rain,,,large,162327.61,6.113482381,-74.5879,-10.0433,Americas,South America,19,5,1993,202596,52,Upper middle income
806,China,,12/7/93 0:00,12/15/93 0:00,9,0,5200,,Snow/Ice Melt,,,large,12109.08,5.037353658,107.087,40.4443,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
805,Philippines,Vietnam,12/5/93 0:00,12/13/93 0:00,9,353,598000,5700000,Hurricane/Tropical Storm,,,large,46913.01,5.625535808,108.845,12.3152,Asia,South-Eastern Asia,142,35,1993,284777,40,Lower middle income
804,India,,12/4/93 0:00,12/15/93 0:00,12,70,45000,216000000,Hurricane/Tropical Storm,,,large,7968.64,4.980565453,79.9572,12.5851,Asia,Southern Asia,142,34,1993,2048517,9,Lower middle income
803,Philippines,,11/29/93 0:00,12/1/93 0:00,3,27,0,,Heavy Rain,,,large,359.297,3.032574846,124.962,10.7409,Asia,South-Eastern Asia,142,35,1993,284777,40,Lower middle income
802,Thailand,,11/27/93 0:00,12/2/93 0:00,6,11,0,,Heavy Rain,,,large,56411.85,5.529521593,99.8978,8.15766,Asia,South-Eastern Asia,142,35,1993,404824,29,Upper middle income
801,Iran,,11/29/93 0:00,11/30/93 0:00,2,3,0,580000,Heavy Rain,,,large,988.946,3.296202574,48.1619,32.5504,Asia,Southern Asia,142,34,1993,425326,28,Upper middle income
800,Cuba,,11/24/93 0:00,11/28/93 0:00,5,30,51000,,Heavy Rain,,,large,19322.92,4.98504276,-75.3512,20.5564,Americas,Caribbean,19,29,1993,77150,67,Upper middle income
799,United States,,11/13/93 0:00,11/16/93 0:00,4,5,600,,Heavy Rain,,,extreme,33628.03,5.429791413,-91.5834,34.0563,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
798,India,,11/10/93 0:00,11/14/93 0:00,5,95,0,,Heavy Rain,,,large,40501.37,5.306439718,77.5024,11.054,Asia,Southern Asia,142,34,1993,2048517,9,Lower middle income
797,Indonesia,,11/3/93 0:00,11/16/93 0:00,14,5,3000,,Heavy Rain,,,large,44228.12,5.791826515,101.308,1.12387,Asia,South-Eastern Asia,142,35,1993,888538,16,Lower middle income
796,Mexico,,11/4/93 0:00,11/6/93 0:00,3,0,10000,30000000,Heavy Rain,,,large,1666.75,3.698991719,-109.813,23.0797,Americas,Central America,19,13,1993,1294690,15,Upper middle income
795,China,,11/4/93 0:00,11/15/93 0:00,12,2,0,,Hurricane/Tropical Storm,,,large,1016.71,4.086378341,114.142,22.4214,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
794,Honduras,,10/31/93 0:00,11/3/93 0:00,4,174,15000,6500000,Heavy Rain,,,large,6656.49,4.425305275,-86.4699,15.6489,Americas,Central America,19,13,1993,19385,110,Lower middle income
793,France,,10/31/93 0:00,11/2/93 0:00,3,4,0,,Heavy Rain,,,large,1692.24,3.705583211,9.06044,41.5666,Europe,Western Europe,150,155,1993,2829192,6,High income: OECD
792,Algeria,,10/19/93 0:00,10/20/93 0:00,2,22,0,,Heavy Rain,,,large,39704.59,4.899870711,1.81853,35.8439,Africa,Northern Africa,2,15,1993,213518,49,Upper middle income
791,India,,10/11/93 0:00,10/21/93 0:00,11,35,40000,,Heavy Rain,,,large,40595.2,5.649867371,75.4042,13.407,Asia,Southern Asia,142,34,1993,2048517,9,Lower middle income
790,South Africa,,10/6/93 0:00,10/8/93 0:00,3,12,300,,Heavy Rain,,,large,5895.3,4.247627165,31.8594,-28.2598,Africa,Southern Africa,2,18,1993,350085,33,Upper middle income
789,Trinidad,Tobago,10/5/93 0:00,10/5/93 0:00,1,5,0,,Heavy Rain,,,large,1178.39,3.071289048,-61.4302,10.607,,,,,1993,28883,102,High income: nonOECD
788,Vietnam,,10/2/93 0:00,10/12/93 0:00,11,122,15000,50000000,Heavy Rain,,,extreme,29438.35,5.811336145,106.625,17.4285,Asia,South-Eastern Asia,142,35,1993,186205,55,Lower middle income
787,Philippines,,10/4/93 0:00,10/12/93 0:00,9,57,300000,6790000,Heavy Rain,,,extreme,35873.11,5.810041534,120.592,15.6301,Asia,South-Eastern Asia,142,35,1993,284777,40,Lower middle income
786,Australia,,10/3/93 0:00,10/15/93 0:00,13,0,2000,3000000,Heavy Rain,,,extreme,4163.54,5.034436089,146.608,-36.6559,Oceania,Australia and New Zealand,9,53,1993,1454675,12,High income: OECD
785,Iran,,10/2/93 0:00,10/3/93 0:00,2,0,0,,Heavy Rain,,,large,7202.07,4.158487334,49.1108,37.9331,Asia,Southern Asia,142,34,1993,425326,28,Upper middle income
784,Mexico,,9/28/93 0:00,9/29/93 0:00,2,0,100000,,Heavy Rain,,,large,13916.18,4.444550033,-98.4013,22.1952,Americas,Central America,19,13,1993,1294690,15,Upper middle income
783,China,,9/27/93 0:00,9/28/93 0:00,2,0,1200,,Heavy Rain,,,extreme,280.443,3.049904596,114.167,22.5233,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
782,United States,,9/22/93 0:00,9/28/93 0:00,7,0,2500,,Heavy Rain,,,extreme,31766.69,5.648100001,-94.6207,36.764,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
781,France,Italy,9/22/93 0:00,10/8/93 0:00,17,17,1700,880000000,Heavy Rain,,,extreme,51313.99,6.241714702,7.36304,45.1072,Europe,Western Europe,150,155,1993,2829192,6,High income: OECD
780,Nicaragua,Costa Rica,9/16/93 0:00,9/22/93 0:00,7,50,38600,5000000,Heavy Rain,,,large,59969.85,5.623031003,-84.0491,12.4551,Americas,Central America,19,13,1993,11806,135,Lower middle income
779,Australia,,9/15/93 0:00,9/15/93 0:00,1,0,800,,Heavy Rain,,,large,31808.05,4.502537045,146.36,-38.1255,Oceania,Australia and New Zealand,9,53,1993,1454675,12,High income: OECD
778,India,Nepal,9/9/93 0:00,9/17/93 0:00,9,232,4590,7300000,Heavy Rain,,,large,65928.48,5.773315573,78.9675,27.9917,Asia,Southern Asia,142,34,1993,2048517,9,Lower middle income
777,Japan,,9/2/93 0:00,9/4/93 0:00,3,35,5000,,Heavy Rain,,,large,882.229,3.422702584,130.452,31.5053,Asia,Eastern Asia,142,30,1993,4601461,3,High income: OECD
776,China,,8/27/93 0:00,8/27/93 0:00,1,242,3000,26000000,Dam Failure,,,large,6844.66,3.83535188,100.265,36.1271,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
775,China,,8/21/93 0:00,9/1/93 0:00,12,152,21000,78000000,Heavy Rain,,,large,77049.91,5.965953382,101.704,24.4756,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
774,Japan,,8/27/93 0:00,8/28/93 0:00,2,2,3000,,Heavy Rain,,,large,2420.58,3.684949436,139.686,35.6512,Asia,Eastern Asia,142,30,1993,4601461,3,High income: OECD
773,Mexico,,8/21/93 0:00,8/23/93 0:00,3,0,3000,,Hurricane/Tropical Storm,,,large,22339.48,4.826194314,-95.2258,18.0128,Americas,Central America,19,13,1993,1294690,15,Upper middle income
772,United States,,8/21/93 0:00,8/22/93 0:00,2,0,0,,Heavy Rain,,,extreme,579.318,3.364977014,-99.7646,41.6111,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
771,South Korea,,8/20/93 0:00,8/23/93 0:00,4,12,3000,,Heavy Rain,,,large,11570.2,4.665400857,128.072,35.1448,Asia,Eastern Asia,142,30,1993,1410383,13,High income: OECD
770,Philippines,,8/19/93 0:00,8/22/93 0:00,4,5,10000,2600000,Heavy Rain,,,large,7160.8,4.457021535,120.432,15.1818,Asia,South-Eastern Asia,142,35,1993,284777,40,Lower middle income
769,Sudan,,8/18/93 0:00,8/23/93 0:00,6,6,300,,Heavy Rain,,,large,30815.18,5.266915959,31.8434,12.4132,Africa,Northern Africa,2,15,1993,73815,70,Lower middle income
768,Peru,,8/30/93 0:00,8/30/93 0:00,1,0,300000,,Heavy Rain,,,large,134855.86,5.129869823,-73.5893,-4.86699,Americas,South America,19,5,1993,202596,52,Upper middle income
767,China,,8/4/93 0:00,8/23/93 0:00,20,101,2577000,121000000,Heavy Rain,,,large,112505.67,6.352204406,115.918,36.4802,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
766,Venezuela,Nicaragua,8/7/93 0:00,8/12/93 0:00,6,90,47800,,Hurricane/Tropical Storm,,,large,75801.79,5.657830712,-65.9923,9.71614,Americas,South America,19,5,1993,381286,31,High income: nonOECD
765,Belarus,Ukraine,7/25/93 0:00,8/12/93 0:00,19,6,42000,180000000,Heavy Rain,,,large,85364.07,6.210028714,27.5231,52.3665,Europe,Eastern Europe,150,151,1993,76139,68,Upper middle income
764,Japan,,7/28/93 0:00,8/7/93 0:00,11,73,5000,,Heavy Rain,,,large,20754.86,5.358512493,131.074,32.2114,Asia,Eastern Asia,142,30,1993,4601461,3,High income: OECD
763,Russia,,7/31/93 0:00,8/12/93 0:00,13,4,30000,700000000,Heavy Rain,,,extreme,122315.11,6.502453458,108.866,51.3563,Europe,Eastern Europe,150,151,1993,1860598,10,High income: nonOECD
762,China,,7/27/93 0:00,8/1/93 0:00,6,41,7000,27000000,Heavy Rain,,,large,9596.62,4.760269549,103.653,29.7518,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
761,China,,7/26/93 0:00,8/15/93 0:00,21,72,200000,220000000,Heavy Rain,,,extreme,56895.9,6.378330262,121.602,43.9301,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
760,Ethiopia,,7/5/93 0:00,7/15/93 0:00,11,0,120000,,Heavy Rain,,,large,180415.06,6.297665472,39.3187,5.07375,Africa,Eastern Africa,2,14,1993,55612,80,Low income
759,China,,7/3/93 0:00,7/31/93 0:00,29,367,1003000,570000000,Heavy Rain,,,large,118961.75,6.537805342,110.652,28.8981,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
758,France,,7/6/93 0:00,7/6/93 0:00,1,2,100,,Heavy Rain,,,large,2738.14,3.43745565,4.60164,45.7497,Europe,Western Europe,150,155,1993,2829192,6,High income: OECD
757,India,Nepal,7/8/93 0:00,8/13/93 0:00,37,3083,9370926,100000000,Monsoon,,,extreme,531506.66,7.594740431,89.7567,25.1622,Asia,Southern Asia,142,34,1993,2048517,9,Lower middle income
756,Mexico,,7/5/93 0:00,7/7/93 0:00,3,28,30000,,Heavy Rain,,,large,147720.82,5.646562964,-99.7422,17.9374,Americas,Central America,19,13,1993,1294690,15,Upper middle income
755,Philippines,,6/26/93 0:00,6/28/93 0:00,3,5,22700,,Monsoon,,,large,19660.56,4.770717139,120.46,15.6003,Asia,South-Eastern Asia,142,35,1993,284777,40,Lower middle income
754,United States,,6/24/93 0:00,8/23/93 0:00,61,48,31000,12000000000,Heavy Rain,,,extreme,444971.26,7.734691792,-92.4812,40.3582,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
753,Russia,,6/15/93 0:00,6/30/93 0:00,16,0,0,,Snow/Ice Melt,,,large,3547.11,4.753994639,83.7111,53.2133,Europe,Eastern Europe,150,151,1993,1860598,10,High income: nonOECD
752,United States,Mexico,6/21/93 0:00,6/23/93 0:00,3,9,12000,,Heavy Rain,,,large,168818.57,5.704541472,-88.8702,19.839,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
751,China,,6/15/93 0:00,7/8/93 0:00,24,132,375000,860000000,Heavy Rain,,,large,432773.2,7.0164716,117.867,27.9846,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
750,Russia,,6/13/93 0:00,6/17/93 0:00,5,15,3000,42978403.35,Heavy Rain,,,large,23269.14,5.065750337,59.9925,60.2954,Europe,Eastern Europe,150,151,1993,1860598,10,High income: nonOECD
749,United Kingdom,,6/11/93 0:00,6/13/93 0:00,3,8,2500,30000000,Heavy Rain,,,extreme,4408.82,4.422473619,-6.32855,53.6271,Europe,Northern Europe,150,154,1993,2988893,5,High income: OECD
748,China,,5/25/93 0:00,6/30/93 0:00,37,180,17150000,372200000,Heavy Rain,,,large,444778.53,7.216345539,115.409,24.6177,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
747,India,Bangladesh,6/4/93 0:00,6/22/93 0:00,19,238,950000,28600000,Monsoon,,,large,259045.68,6.692129955,92.0974,24.9382,Asia,Southern Asia,142,34,1993,2048517,9,Lower middle income
746,Taiwan,,6/2/93 0:00,6/6/93 0:00,5,10,0,53000000,Heavy Rain,,,large,7755.71,4.588591566,120.765,24.3267,Asia,Eastern Asia,142,30,1993,,,
745,Haiti,Cuba,5/31/93 0:00,6/2/93 0:00,3,20,40000,,Heavy Rain,,,large,73170.21,5.341455556,-76.531,20.9476,Americas,Caribbean,19,29,1993,8713,142,Low income
744,Sri Lanka,,5/28/93 0:00,6/7/93 0:00,11,8,100000,310000,Monsoon,,,large,13958.06,5.186217746,80.3212,6.78433,Asia,Southern Asia,142,34,1993,78824,66,Lower middle income
743,Somalia,,5/29/93 0:00,6/15/93 0:00,18,0,0,,Heavy Rain,,,large,90683.94,6.212802886,44.6743,2.58292,Africa,Eastern Africa,2,14,1993,5707,150,Low income
742,Kazahkstan,,5/26/93 0:00,6/4/93 0:00,10,10,30000,36531642.85,Snow/Ice Melt,,,large,213193.78,6.32877453,51.2978,47.9479,,,,,1993,217872,48,Upper middle income
741,Jamaica,,5/19/93 0:00,6/1/93 0:00,14,8,1600,18000000,Heavy Rain,,,large,3211.86,4.652884642,-77.3418,18.0135,Americas,Caribbean,19,29,1993,13891,125,Upper middle income
740,Argentina,,5/11/93 0:00,5/15/93 0:00,5,0,0,400000000,Heavy Rain,,,large,247102.08,6.091846405,-60.1886,-36.263,Americas,South America,19,5,1993,537660,24,High income: nonOECD
739,Tajikistan,,5/7/93 0:00,5/8/93 0:00,2,0,9000,8400000,Heavy Rain,,,large,20198.33,4.606345459,69.1791,37.9808,Asia,Central Asia,142,143,1993,9242,141,Lower middle income
738,China,,5/1/93 0:00,5/7/93 0:00,7,65,3000,903000000,Heavy Rain,,,large,72612.48,5.70610931,113.536,23.4747,Asia,Eastern Asia,142,30,1993,10354832,2,Upper middle income
737,Chile,,5/3/93 0:00,5/3/93 0:00,1,21,1225,12500000,Heavy Rain,,,large,1261.76,3.100976755,-71.6121,-33.3854,Americas,South America,19,5,1993,258062,42,High income: OECD
736,Colombia,,4/26/93 0:00,5/1/93 0:00,6,55,2000,,Heavy Rain,,,large,3592.47,4.3335444,-75.2217,5.30433,Americas,South America,19,5,1993,377740,32,Upper middle income
735,Ecuador,,4/15/93 0:00,4/15/93 0:00,1,77,25000,,Heavy Rain,,,large,2470.84,3.392844623,-78.9145,-2.88189,Americas,South America,19,5,1993,100917,63,Upper middle income
734,Iran,,4/17/93 0:00,4/17/93 0:00,1,1,8000,,Heavy Rain,,,large,5315.08,3.725509806,59.5156,31.4647,Asia,Southern Asia,142,34,1993,425326,28,Upper middle income
733,United States,,3/7/93 0:00,3/12/93 0:00,6,2,1500,,Snow/Ice Melt,,,large,25231.12,5.180087779,-97.6983,41.7158,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
732,United States,,2/23/93 0:00,3/6/93 0:00,12,1,1600,80000000,Heavy Rain,,,large,7406.56,4.948797791,-113.753,32.8796,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
731,Tanzania,,2/8/93 0:00,2/12/93 0:00,5,54,2900,3500000,Heavy Rain,,,large,42112.47,5.323380719,37.8933,-5.14777,Africa,Eastern Africa,2,14,1993,48057,86,Low income
730,Yemen,,2/5/93 0:00,2/10/93 0:00,6,31,2500,,Heavy Rain,,,large,61492.38,5.566972553,45.822,13.9406,Asia,Western Asia,142,145,1993,35955,93,Lower middle income
729,Indonesia,,2/1/93 0:00,2/5/93 0:00,5,54,259000,19000000,Monsoon,,,large,19196.74,4.982197487,111.256,-6.80799,Asia,South-Eastern Asia,142,35,1993,888538,16,Lower middle income
728,Philippines,,2/1/93 0:00,2/5/93 0:00,5,23,90000,37000000,Monsoon,,,large,23141.36,5.063358883,125.706,8.79448,Asia,South-Eastern Asia,142,35,1993,284777,40,Lower middle income
727,Iran,,2/3/93 0:00,2/22/93 0:00,20,500,300000,1000000000,Heavy Rain,,,large,625231.64,7.097070943,55.8857,29.4316,Asia,Southern Asia,142,34,1993,425326,28,Upper middle income
726,United States,,1/20/93 0:00,1/21/93 0:00,2,0,200,,Heavy Rain,,,extreme,42375.04,5.229170112,-90.7209,29.9467,Americas,Northern America,19,21,1993,17419000,1,High income: OECD
725,United Kingdom,,1/15/93 0:00,1/18/93 0:00,4,0,500,,Snow/Ice Melt,,,large,2044.83,3.912717199,-3.70463,56.3141,Europe,Northern Europe,150,154,1993,2988893,5,High income: OECD
724,Mexico,United States,1/6/93 0:00,1/20/93 0:00,15,36,11215,164000000,Heavy Rain,,,large,24073.8,5.557635907,-116.876,33.0191,Americas,Central America,19,13,1993,1294690,15,Upper middle income
723,Colombia,,1/5/93 0:00,1/5/93 0:00,1,16,0,,Heavy Rain,,,large,26875.51,4.429356714,-76.3694,7.62904,Americas,South America,19,5,1993,377740,32,Upper middle income
722,Iran,,1/3/93 0:00,1/6/93 0:00,4,10,0,,Heavy Rain,,,large,103106.54,5.615346205,56.2039,27.2447,Asia,Southern Asia,142,34,1993,425326,28,Upper middle income
721,Fiji,Solomon Islands,1/1/93 0:00,1/3/93 0:00,3,21,10000,64000000,Hurricane/Tropical Storm,,,large,9803.68,4.468510382,178.001,-17.8368,Oceania,Melanesia,9,54,1993,4532,157,Upper middle income
720,Zimbabwe,,12/25/92 0:00,12/27/92 0:00,3,1,250,,Heavy Rain,,,extreme,140745.48,5.926585707,30.1524,-20.8141,Africa,Eastern Africa,2,14,1992,14197,122,Low income
719,Iran,,12/23/92 0:00,12/25/92 0:00,3,14,3600,,Heavy Rain,,,large,626123,6.273780912,54.831,29.753,Asia,Southern Asia,142,34,1992,425326,28,Upper middle income
718,Philippines,,12/22/92 0:00,12/27/92 0:00,6,6,22000,2300000,Heavy Rain,,,large,15083.86,4.956663743,125.923,7.78495,Asia,South-Eastern Asia,142,35,1992,284777,40,Lower middle income
717,United Kingdom,,12/17/92 0:00,12/19/92 0:00,3,0,0,,Monsoon,,,large,29673.6,4.949491493,80.8649,8.40517,Europe,Northern Europe,150,154,1992,2988893,5,High income: OECD
716,United Kingdom,,11/30/92 0:00,12/3/92 0:00,4,0,400,,Heavy Rain,,,large,25631.18,5.010828592,-2.97961,51.5066,Europe,Northern Europe,150,154,1992,2988893,5,High income: OECD
715,United States,,11/29/92 0:00,11/29/92 0:00,1,3,0,,Hurricane/Tropical Storm,,,large,83.3733,1.921026992,-85.1568,29.6764,Americas,Northern America,19,21,1992,17419000,1,High income: OECD
714,Thailand,,11/29/92 0:00,11/29/92 0:00,1,3,0,,Hurricane/Tropical Storm,,,large,25180.94,4.401071938,100.911,6.76274,Asia,South-Eastern Asia,142,35,1992,404824,29,Upper middle income
713,Albania,,11/17/92 0:00,11/19/92 0:00,3,7,2000,7000000,Heavy Rain,,,extreme,5619.46,4.527845835,19.5629,42.0387,Europe,Southern Europe,150,39,1992,13212,127,Upper middle income
712,Montenegro,,11/10/92 0:00,11/15/92 0:00,6,0,0,,Heavy Rain,,,large,1276.97,3.884331945,19.6623,42.9307,Europe,Southern Europe,150,39,1992,4588,156,Upper middle income
711,Italy,,10/31/92 0:00,10/31/92 0:00,1,0,1000,,Heavy Rain,,,large,3332.49,3.522768855,11.14,43.6735,Europe,Southern Europe,150,39,1992,2141161,8,High income: OECD
710,Philippines,Vietnam,10/28/92 0:00,10/30/92 0:00,3,3,3300,,Hurricane/Tropical Storm,,,large,56290.27,5.227554587,107.787,15.4343,Asia,South-Eastern Asia,142,35,1992,284777,40,Lower middle income
709,Vietnam,Thailand,10/28/92 0:00,10/31/92 0:00,4,49,3000,,Hurricane/Tropical Storm,,,large,69558.74,5.444411698,108.663,14.9366,Asia,South-Eastern Asia,142,35,1992,186205,55,Lower middle income
708,United Kingdom,,10/20/92 0:00,10/21/92 0:00,2,3,0,,Heavy Rain,,,large,12300,4.390935107,-0.054612,51.7363,Europe,Northern Europe,150,154,1992,2988893,5,High income: OECD
707,Australia,,10/10/92 0:00,10/11/92 0:00,2,0,280,,Heavy Rain,,,large,6763.03,4.13117131,139.376,-34.6886,Oceania,Australia and New Zealand,9,53,1992,1454675,12,High income: OECD
706,Montenegro,,10/6/92 0:00,10/18/92 0:00,13,6,6140,,Heavy Rain,,,large,14385.39,5.271864993,19.3521,42.701,Europe,Southern Europe,150,39,1992,4588,156,Upper middle income
705,Vietnam,,10/5/92 0:00,10/9/92 0:00,5,55,7579,,Heavy Rain,,,large,51510.22,5.410863409,106.367,17.5324,Asia,South-Eastern Asia,142,35,1992,186205,55,Lower middle income
704,France,Italy,9/28/92 0:00,10/8/92 0:00,11,12,120,,Heavy Rain,,,large,135575.31,6.173573291,11.2843,42.7699,Europe,Western Europe,150,155,1992,2829192,6,High income: OECD
703,Italy,,9/28/92 0:00,9/28/92 0:00,1,2,0,,Heavy Rain,,,large,4076.56,3.610293839,8.93857,44.5004,Europe,Southern Europe,150,39,1992,2141161,8,High income: OECD
702,Iran,,9/28/92 0:00,9/29/92 0:00,2,0,0,,Heavy Rain,,,large,24061.13,4.682346015,49.6333,37.3028,Asia,Southern Asia,142,34,1992,425326,28,Upper middle income
701,El Salvador,Honduras,9/28/92 0:00,10/2/92 0:00,5,7,8000,,Heavy Rain,,,large,94598.52,5.674854346,-98.3441,19.0255,Americas,Central America,19,13,1992,25164,106,Lower middle income
700,France,,9/27/92 0:00,9/27/92 0:00,1,3,0,,Heavy Rain,,,large,23383.79,4.368914902,2.93545,43.1605,Europe,Western Europe,150,155,1992,2829192,6,High income: OECD
699,France,,9/22/92 0:00,9/22/92 0:00,1,38,2000,,Heavy Rain,,,extreme,22746.16,4.657938085,5.83747,44.5158,Europe,Western Europe,150,155,1992,2829192,6,High income: OECD
698,Nigeria,,9/22/92 0:00,9/23/92 0:00,2,9,13000,,Heavy Rain,,,large,42369.21,4.928080362,13.018,10.2805,Africa,Western Africa,2,11,1992,568508,22,Lower middle income
697,United Kingdom,,9/21/92 0:00,9/26/92 0:00,6,0,0,,Heavy Rain,,,extreme,111333.72,6.125807966,-1.62812,52.571,Europe,Northern Europe,150,154,1992,2988893,5,High income: OECD
696,Ethiopia,,9/20/92 0:00,9/24/92 0:00,5,0,300,,Heavy Rain,,,large,87638.04,5.64166266,35.8071,7.11522,Africa,Eastern Africa,2,14,1992,55612,80,Low income
695,Mexico,,9/17/92 0:00,9/18/92 0:00,2,2,0,,Heavy Rain,,,large,182383.3,5.562015065,-90.1363,19.3548,Americas,Central America,19,13,1992,1294690,15,Upper middle income
694,India,Sri Lanka,9/12/92 0:00,11/20/92 0:00,70,263,20000,,Hurricane/Tropical Storm,,,extreme,552562.43,7.888509389,78.8487,13.0242,Asia,Southern Asia,142,34,1992,2048517,9,Lower middle income
693,United States,,9/10/92 0:00,9/12/92 0:00,3,3,25000,500000000,Hurricane/Tropical Storm,,,large,2901.55,3.939751314,-159.539,22.064,Americas,Northern America,19,21,1992,17419000,1,High income: OECD
692,Pakistan,India,9/8/92 0:00,9/18/92 0:00,11,2750,3000000,2400000000,Monsoon,,,extreme,873375.01,7.283623442,79.068,28.3907,Asia,Southern Asia,142,34,1992,243632,44,Lower middle income
691,Russia,,9/5/92 0:00,9/16/92 0:00,12,0,180,,Heavy Rain,,,large,72751.92,5.941025705,134.31,44.2937,Europe,Eastern Europe,150,151,1992,1860598,10,High income: nonOECD
690,Afghanistan,,9/3/92 0:00,9/3/92 0:00,1,3000,4000,,Monsoon,,,large,47999,4.681232189,69.8855,35.0968,Asia,Southern Asia,142,34,1992,20038,108,Low income
689,Indonesia,,9/2/92 0:00,10/15/92 0:00,44,70,15000,,Heavy Rain,,,large,98559.77,6.637152358,111.708,-7.58451,Asia,South-Eastern Asia,142,35,1992,888538,16,Lower middle income
688,Nicaragua,,9/1/92 0:00,9/1/92 0:00,1,100,16000,5000000,Storm/Tidal Surge,,,large,12149.78,4.084568414,-86.6267,12.0739,Americas,Central America,19,13,1992,11806,135,Lower middle income
687,Australia,,8/30/92 0:00,8/30/92 0:00,1,2,0,,Heavy Rain,,,extreme,12878.07,4.410880777,138.966,-34.8687,Oceania,Australia and New Zealand,9,53,1992,1454675,12,High income: OECD
686,China,Taiwan,8/29/92 0:00,9/2/92 0:00,5,168,5000000,350000000,Heavy Rain,,,large,166182.77,5.919555998,119.806,27.8313,Asia,Eastern Asia,142,30,1992,10354832,2,Upper middle income
685,Guam,,8/28/92 0:00,8/28/92 0:00,1,0,0,,Hurricane/Tropical Storm,,,large,516.36,2.712952592,144.787,13.4496,Oceania,Micronesia,9,57,1992,  ,0,High income: nonOECD
684,United States,,8/26/92 0:00,8/27/92 0:00,2,20,1800000,20000000000,Hurricane/Tropical Storm,,,large,68137.19,5.134414215,-81.35,26.3061,Americas,Northern America,19,21,1992,17419000,1,High income: OECD
683,Sudan,,8/23/92 0:00,8/31/92 0:00,9,4,1600,,Heavy Rain,,,large,741567.54,6.824393221,34.1325,17.4541,Africa,Northern Africa,2,15,1992,73815,70,Lower middle income
